"","Country","Quarter","GDP_USD_Millions"
"1174","DNK","1999-Q2",140451.806986
"1175","DNK","1999-Q3",142014.729606
"1176","DNK","1999-Q4",145344.659602
"1177","DNK","2000-Q1",149102.815056
"1178","DNK","2000-Q2",152440.250378
"1179","DNK","2000-Q3",154175.223016
"1180","DNK","2000-Q4",156362.545177
"1181","DNK","2001-Q1",154997.540185
"1182","DNK","2001-Q2",156814.097744
"1183","DNK","2001-Q3",159314.098496
"1184","DNK","2001-Q4",160682.441375
"1185","DNK","2002-Q1",163009.001519
"1186","DNK","2002-Q2",164576.200553
"1187","DNK","2002-Q3",165922.553838
"1188","DNK","2002-Q4",165377.201507
"1189","DNK","2003-Q1",165463.553824
"1190","DNK","2003-Q2",163552.224151
"1191","DNK","2003-Q3",165009.965609
"1192","DNK","2003-Q4",169783.411475
"1193","DNK","2004-Q1",173956.241195
"1194","DNK","2004-Q2",177482.415562
"1195","DNK","2004-Q3",179012.677276
"1196","DNK","2004-Q4",181257.242704
"1197","DNK","2005-Q1",180354.724975
"1198","DNK","2005-Q2",184301.767041
"1199","DNK","2005-Q3",186289.327767
"1200","DNK","2005-Q4",189386.324225
"1201","DNK","2006-Q1",195445.857111
"1202","DNK","2006-Q2",204511.409324
"1203","DNK","2006-Q3",205519.376992
"1204","DNK","2006-Q4",205952.802334
"1205","DNK","2007-Q1",208543.657551
"1206","DNK","2007-Q2",209372.85307
"1207","DNK","2007-Q3",213727.81976
"1208","DNK","2007-Q4",219606.534718
"1209","DNK","2008-Q1",224787.044427
"1210","DNK","2008-Q2",226993.696128
"1211","DNK","2008-Q3",229532.557021
"1212","DNK","2008-Q4",225769.283467
"1213","DNK","2009-Q1",223480.714115
"1214","DNK","2009-Q2",219808.190314
"1215","DNK","2009-Q3",222227.216998
"1216","DNK","2009-Q4",225525.260247
"1217","DNK","2010-Q1",231521.321315
"1218","DNK","2010-Q2",236565.532835
"1219","DNK","2010-Q3",242961.669532
"1220","DNK","2010-Q4",244240.47818
"1221","DNK","2011-Q1",245450.331885
"1222","DNK","2011-Q2",249116.127196
"1223","DNK","2011-Q3",246726.360472
"1224","DNK","2011-Q4",248135.580334
"1225","DNK","2012-Q1",248123.601658
