"","Year","Quarter","CPI","CPI_indirectcharges_loan&deposit","CPI_seasonallyadjusted","HPI_residentprop","HPI_establishedhouse","HPI_dwelling","EXPI_ANZSIC_agri_forest_fishing","EXPI_ANZSIC_Mining","EXPI_ANZSIC_Manufacturing","EXPI_SITC","IMPI_SITC","IMPI_ANZSIC_agri_forest_fishing","IMPI_ANZSIC_Mining","IMPI_ANZSIC_Manufacturing","WPI","WPI_seasonal","WPI_trend","PPI_incl_exports","PPI_excl_exports","Aggreate_CurrentAcc_Million","Good_Services_Cr","Good_Services_Deb","Sec_Income_Cr","Sec_Income_Deb","Aggregate_CapitalAcc_Million","Capital_Cr","Capital_Deb","Pri_Income_Cr","Pri_Income_Deb","Aggregate_FinanicalAcc_Million","Neterror_Million","Good_Services_Cr_ChainMeasure_Million","Good_Services_Deb_ChainMeasure_Million","Good_Services_Cr_ImpPriceDeflatorInd","Good_Services_Deb_ImpPriceDeflatorInd","Total_Foreign_GrossAssets","Total_Foreign_GrossLiabilities","Net_Intl_Investment","export_inThousands","import_inThousands"
"105","1974","Q3",14.2,14.2,NA,NA,NA,NA,31.2,7.3,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-591,2341,-2804,156,-146,-9,0,-9,121,-259,666,-66,9578,-10530,24.4,26.6,0,0,0,NA,NA
"106","1974","Q4",14.7,14.7,NA,NA,NA,NA,30.8,8.3,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-448,2553,-2789,167,-200,-17,0,-17,129,-308,333,132,9879,-9413,25.8,29.6,0,0,0,NA,NA
"107","1975","Q1",15.3,15.3,NA,NA,NA,NA,32,8.6,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41,2521,-2463,236,-181,-18,0,-18,103,-257,73,-14,9699,-8075,26,30.5,0,0,0,NA,NA
"108","1975","Q2",15.8,15.8,NA,NA,NA,NA,31.4,10.4,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2745,-2427,235,-215,-20,0,-20,129,-346,248,-349,10213,-7665,26.9,31.7,0,0,0,NA,NA
"109","1975","Q3",15.9,15.9,NA,NA,NA,NA,29.7,10.9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-239,2663,-2625,199,-209,-11,0,-11,108,-375,402,-152,10102,-8290,26.4,31.7,0,0,0,NA,NA
"110","1975","Q4",16.8,16.8,NA,NA,NA,NA,30.3,11.2,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-397,2690,-2671,200,-302,-26,0,-26,119,-433,571,-148,10036,-8259,26.8,32.3,0,0,0,NA,NA
"111","1976","Q1",17.3,17.3,NA,NA,NA,NA,31.3,11.3,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-336,2809,-2890,204,-167,-18,0,-18,96,-388,300,54,10118,-8701,27.8,33.2,0,0,0,NA,NA
"112","1976","Q2",17.7,17.7,NA,NA,NA,NA,31.5,11.6,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159,3091,-2951,208,-182,-16,0,-16,106,-431,376,-201,10652,-8683,29,34,0,0,0,NA,NA
"113","1976","Q3",18.1,18.2,NA,NA,NA,NA,31.2,11.8,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-297,3367,-3306,202,-219,-12,0,-12,112,-453,438,-129,11632,-9590,28.9,34.5,0,0,0,NA,NA
"114","1976","Q4",19.2,19.2,NA,NA,NA,NA,33.6,12.5,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-447,3254,-3298,213,-250,-20,0,-20,121,-487,748,-281,11073,-9131,29.4,36.1,0,0,0,NA,NA
"115","1977","Q1",19.6,19.7,NA,NA,NA,NA,34.5,13.2,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-729,3357,-3732,209,-253,-23,0,-23,115,-425,443,309,10380,-9377,32.3,39.8,0,0,0,NA,NA
"116","1977","Q2",20.1,20.1,NA,NA,NA,NA,33.9,13.8,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-638,3491,-3739,220,-235,-20,0,-20,121,-496,690,-32,10745,-9064,32.5,41.3,0,0,0,NA,NA
"117","1977","Q3",20.5,20.5,NA,NA,NA,NA,32.8,13.9,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-823,3492,-3850,230,-299,-19,0,-19,120,-516,1111,-269,10922,-9016,32,42.7,0,0,0,NA,NA
"118","1977","Q4",21,21,NA,NA,NA,NA,32.8,13.8,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-236,3673,-3601,233,-173,-19,0,-19,131,-499,649,-394,11704,-8376,31.4,43,0,0,0,NA,NA
"119","1978","Q1",21.3,21.3,NA,NA,NA,NA,32.5,13.7,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-846,3433,-3861,246,-328,-27,0,-27,120,-456,612,261,10838,-8981,31.7,43,0,0,0,NA,NA
"120","1978","Q2",21.7,21.7,NA,NA,NA,NA,33.2,13.6,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-767,3697,-3996,251,-275,-24,0,-24,134,-578,592,199,11353,-9050,32.6,44.2,0,0,0,NA,NA
"121","1978","Q3",22.1,22.1,NA,NA,NA,NA,34.3,13.8,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1024,3690,-4318,232,-245,-18,0,-18,140,-523,1100,-58,11255,-9508,32.8,45.4,0,0,0,NA,NA
"122","1978","Q4",22.6,22.6,NA,NA,NA,NA,34.5,13.8,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-972,4111,-4540,235,-294,-23,0,-23,152,-636,1029,-34,12077,-9667,34,47,0,0,0,NA,NA
"123","1979","Q1",23,23,NA,NA,NA,NA,35.1,14.1,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-740,4338,-4535,252,-324,-33,0,-33,139,-610,734,39,12088,-9481,35.9,47.8,0,0,0,NA,NA
"124","1979","Q2",23.6,23.6,NA,NA,NA,NA,38.6,14.9,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-525,4829,-4818,254,-287,-32,0,-32,179,-682,493,64,12577,-9624,38.4,50.1,0,0,0,NA,NA
"125","1979","Q3",24.2,24.2,NA,NA,NA,NA,39.9,14.9,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-492,4892,-4856,255,-237,-18,0,-18,168,-714,954,-444,12090,-9270,40.5,52.4,0,0,0,NA,NA
"126","1979","Q4",24.9,24.9,NA,NA,NA,NA,42.1,15.3,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-235,5772,-5295,266,-342,-34,0,-34,187,-823,361,-92,13714,-9765,42.1,54.2,0,0,0,NA,NA
"127","1980","Q1",25.4,25.5,NA,NA,NA,NA,44.6,15.7,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-518,5725,-5707,297,-298,-35,0,-35,184,-719,-12,565,12901,-9973,44.4,57.2,0,0,0,NA,NA
"128","1980","Q2",26.2,26.2,NA,NA,NA,NA,46.1,16.4,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-483,5704,-5527,288,-300,-33,0,-33,260,-908,839,-323,12685,-9311,45,59.4,0,0,0,NA,NA
"129","1980","Q3",26.6,26.6,NA,NA,NA,NA,45.6,16.1,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1216,5490,-6207,292,-289,-22,0,-22,188,-690,1457,-219,11839,-10389,46.4,59.7,0,0,0,NA,NA
"130","1980","Q4",27.2,27.2,NA,NA,NA,NA,45.9,16.3,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1173,5769,-6251,312,-378,-34,0,-34,227,-852,939,268,12581,-10395,45.9,60.1,0,0,0,NA,NA
"131","1981","Q1",27.8,27.8,NA,NA,NA,NA,48.5,16.3,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1487,5481,-6364,306,-379,-46,0,-46,208,-739,1103,430,11801,-10449,46.4,60.9,0,0,0,NA,NA
"132","1981","Q2",28.4,28.5,NA,NA,NA,NA,48.4,17.5,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1398,5942,-6647,318,-323,-34,0,-34,276,-964,1130,302,12673,-10709,46.9,62.1,0,0,0,NA,NA
"133","1981","Q3",29,29,NA,NA,NA,NA,48.2,18.1,41.9,NA,51.5,NA,NA,NA,NA,NA,NA,NA,NA,-1974,5647,-7131,323,-289,-26,0,-26,213,-737,1633,367,11912,-11561,47.4,61.7,0,0,0,NA,NA
"134","1981","Q4",30.2,30.2,NA,NA,NA,NA,47.4,18.5,41.3,NA,51.6,NA,NA,NA,NA,NA,NA,NA,NA,-2102,5594,-7042,342,-312,-32,0,-32,200,-884,2757,-623,11912,-11345,47,62.1,0,0,0,NA,NA
"135","1982","Q1",30.8,30.8,NA,NA,NA,NA,47,19.1,41.3,NA,53.1,NA,NA,NA,NA,NA,NA,NA,NA,-2273,5993,-7597,356,-439,-56,0,-56,191,-777,1871,458,12682,-11905,47.3,63.8,0,0,0,NA,NA
"136","1982","Q2",31.5,31.5,NA,NA,NA,NA,48.3,20.6,41.9,NA,54.6,NA,NA,NA,NA,NA,NA,NA,NA,-2156,6540,-7785,352,-422,-49,0,-49,267,-1108,2245,-40,13543,-11982,48.3,65,0,0,0,NA,NA
"137","1982","Q3",32.6,32.6,NA,NA,NA,NA,48.1,22.3,42.4,NA,56.1,NA,NA,NA,NA,NA,NA,NA,NA,-1846,6394,-7855,336,-324,-31,0,-31,315,-712,2376,-499,13022,-11740,49.1,66.9,0,0,0,NA,NA
"138","1982","Q4",33.6,33.6,NA,NA,NA,NA,48,22.9,43.2,NA,57.4,NA,NA,NA,NA,NA,NA,NA,NA,-1344,6743,-7441,346,-428,-38,0,-38,278,-842,1229,153,13293,-10823,50.7,68.8,0,0,0,NA,NA
"139","1983","Q1",34.3,34.3,NA,NA,NA,NA,49.2,23,43.6,NA,58.2,NA,NA,NA,NA,NA,NA,NA,NA,-1694,5920,-6975,397,-462,-57,0,-57,356,-930,1977,-226,11569,-10160,51.2,68.7,0,0,0,NA,NA
"140","1983","Q2",35,35,NA,NA,NA,NA,52.2,22.6,46.9,NA,61,62,28.3,66.4,NA,NA,NA,NA,NA,-1399,6652,-7282,402,-427,-58,0,-58,345,-1089,868,589,12426,-10122,53.5,71.9,0,0,0,NA,NA
"141","1983","Q3",35.6,35.6,NA,NA,NA,NA,53.3,21.8,47.4,NA,61,62.6,27.8,66.5,NA,NA,NA,NA,NA,-2106,6659,-7766,353,-350,-34,0,-34,362,-1364,1731,409,12320,-10838,54.1,71.7,0,0,0,NA,NA
"142","1983","Q4",36.5,36.5,NA,NA,NA,NA,53.1,21.3,46.1,NA,60,62.9,27,65.5,NA,NA,NA,NA,NA,-1205,7437,-7515,364,-366,-41,0,-41,391,-1516,673,573,13912,-10734,53.5,70,0,0,0,NA,NA
